ID,Název,Zeměpisná šířka,Zeměpisná délka
2598,Chomutov,Dukelská II,50.4550934,13.431181
2598,Chomutov,Dukelská II,50.4550934,13.431181
486,Chomutov,Důl J.Žižky,50.4521141,13.4367437
486,Chomutov,Důl J.Žižky,50.4523239,13.4364939
11009,Chomutov,Ferona,50.4462967,13.3973722
11009,Chomutov,Ferona,50.4463194,13.39754
11010,Chomutov,Globus,50.4575577,13.3919983
11010,Chomutov,Globus,50.4575577,13.3919983
487,Chomutov,Gymnázium,50.46602,13.4223557
487,Chomutov,Gymnázium,50.4660721,13.4227409
11013,Chomutov,Jezero,50.4703369,13.4198513
488,Chomutov,Jitřenka,50.46989,13.4000521
488,Chomutov,Jitřenka,50.47,13.3998833
489,Chomutov,Kadaňská kaplička,50.4584579,13.3953171
489,Chomutov,Kadaňská kaplička,50.4594955,13.3970213
490,Chomutov,Kadaňská škola,50.4617157,13.3999414
490,Chomutov,Kadaňská škola,50.4619,13.4004536
11022,Chomutov,Kamenná,50.48174,13.4251995
11022,Chomutov,Kamenná,50.4818725,13.4251308
11023,Chomutov,Kaufland,50.48469,13.4428844
491,Chomutov,Kostnická,50.4667778,13.3990679
491,Chomutov,Kostnická,50.46789,13.4004412
492,Chomutov,Kostnická škola,50.47092,13.4032555
492,Chomutov,Kostnická škola,50.47061,13.4031
11024,Chomutov,Krušnohorská,50.4632034,13.3916826
11024,Chomutov,Krušnohorská,50.4632911,13.3918408
11026,Chomutov,Kundratická,50.4758759,13.4114523
11026,Chomutov,Kundratická,50.4759558,13.4112617
11025,Chomutov,Křivá,50.4562569,13.4233551
11025,Chomutov,Křivá,50.4565772,13.4236775
493,Chomutov,Lesopark u lávky,50.4745026,13.4146671
493,Chomutov,Lesopark u lávky,50.47467,13.4149418
2575,Chomutov,Letní kino,50.4685249,13.4214087
2575,Chomutov,Letní kino,50.46848,13.42122
2627,Chomutov,Lipská I,50.4613876,13.4086962
2627,Chomutov,Lipská I,50.4616623,13.4082279
494,Chomutov,Lipská II,50.4679947,13.39362
494,Chomutov,Lipská II,50.467556,13.39445
11028,Chomutov,Masokombinát,50.4458122,13.4152946
11028,Chomutov,Masokombinát,50.4458122,13.4152946
495,Chomutov,Moravská,50.46788,13.4094734
495,Chomutov,Moravská,50.4684334,13.40992
496,Chomutov,Mostecká,50.46341,13.4193
496,Chomutov,Mostecká,50.46259,13.4189539
11027,Chomutov,Mánesova,50.4624176,13.4161854
11029,Chomutov,Na Průhoně,50.4591866,13.395896
11029,Chomutov,Na Průhoně,50.4591866,13.395896
11030,Chomutov,Nové Spořice,50.45656,13.3760386
11030,Chomutov,Nové Spořice,50.4568406,13.3762064
11031,Chomutov,Okály,50.47659,13.3973913
11037,Chomutov,PZ Nové Spořice,50.45488,13.3667336
497,Chomutov,Palackého,50.45912,13.4172792
497,Chomutov,Palackého,50.4605064,13.4151354
497,Chomutov,Palackého,50.4605064,13.4151354
11033,Chomutov,Pod Strážištěm,50.4767265,13.4017582
11033,Chomutov,Pod Strážištěm,50.476696,13.4021749
11034,Chomutov,Podhorská,50.4642639,13.3928547
11036,Chomutov,Povodí Ohře,50.4710655,13.39661
11036,Chomutov,Povodí Ohře,50.4710655,13.39661
11035,Chomutov,Pošta 3,50.4685173,13.4030294
11035,Chomutov,Pošta 3,50.4685173,13.4030294
2542,Chomutov,Pražská,50.446743,13.430191
2542,Chomutov,Pražská,50.45033,13.4276876
2679,Chomutov,Pražská čerp.st.,50.4523773,13.42596
2679,Chomutov,Pražská čerp.st.,50.4521675,13.42633
501,Chomutov,Průmyslová zóna I,50.4502678,13.4319973
501,Chomutov,Průmyslová zóna I,50.4503479,13.4318781
502,Chomutov,Průmyslová zóna II,50.4515381,13.434947
502,Chomutov,Průmyslová zóna II,50.45158,13.4347954
498,Chomutov,Písečná,50.49015,13.4432011
498,Chomutov,Písečná,50.48993,13.443697
499,Chomutov,Písečná I-13,50.4866333,13.4439106
499,Chomutov,Písečná I-13,50.486763,13.4436216
11032,Chomutov,Písečná,zdrav.stř.,50.48741,13.4373055
11032,Chomutov,Písečná,zdrav.stř.,50.4863853,13.4373494
11038,Chomutov,Riegrova,50.4588928,13.4206715
11038,Chomutov,Riegrova,50.4590186,13.4209022
507,Chomutov,Rozcestí,50.44387,13.4324656
507,Chomutov,Rozcestí,50.44375,13.4327755
11039,Chomutov,Rozvodné závody,50.4489746,13.4202738
11039,Chomutov,Rozvodné závody,50.4491158,13.4205017
11040,Chomutov,SD aréna,50.4679756,13.4275627
11040,Chomutov,SD aréna,50.4679756,13.4275627
11041,Chomutov,Severka,50.46978,13.4068642
11041,Chomutov,Severka,50.4702,13.40682
11042,Chomutov,Sportovní hala,50.4781761,13.4141006
11042,Chomutov,Sportovní hala,50.4784242,13.4143286
11043,Chomutov,Spořice,50.4398842,13.3910465
11044,Chomutov,Spořice,Smetanova I,50.4431877,13.3928556
11045,Chomutov,Spořice,Smetanova II,50.4465561,13.3918819
11046,Chomutov,Spořice,Sokolovna,50.4423866,13.3905478
11047,Chomutov,Spořická,50.4562149,13.405
11047,Chomutov,Spořická,50.4566497,13.4056672
11048,Chomutov,Staviva,50.4513435,13.3991508
11048,Chomutov,Staviva,50.4519194,13.3993217
11049,Chomutov,Teplárna,50.45121,13.4238462
11049,Chomutov,Teplárna,50.4512597,13.4237403
11050,Chomutov,Tomáše ze Štítného,50.4684525,13.4190121
11051,Chomutov,Třebízského,50.4688072,13.3894968
11051,Chomutov,Třebízského,50.4688072,13.3894968
503,Chomutov,U Hačky,50.4579277,13.3811312
503,Chomutov,U Hačky,50.4577179,13.3818913
506,Chomutov,V Alejích,50.45847,13.4003468
506,Chomutov,V Alejích,50.4584274,13.4008932
11052,Chomutov,V.Nezvala I,50.46541,13.4258375
11052,Chomutov,V.Nezvala I,50.4656678,13.4261656
11053,Chomutov,V.Nezvala II,50.46524,13.4292383
11053,Chomutov,V.Nezvala II,50.4655189,13.4286928
11054,Chomutov,Vinohradská,50.463028,13.4228277
11054,Chomutov,Vinohradská,50.4628983,13.4234781
11055,Chomutov,Vodní,50.45834,13.4231415
11055,Chomutov,Vodní,50.4596864,13.4235231
11056,Chomutov,Zadní Vinohrady,50.4668579,13.4322357
11056,Chomutov,Zadní Vinohrady,50.4668579,13.4322357
11057,Chomutov,Zahradní I,50.4899,13.4355383
11057,Chomutov,Zahradní I,50.4901733,13.4355936
11058,Chomutov,Zahradní II,50.4851761,13.4321861
11058,Chomutov,Zahradní II,50.4851761,13.4321861
11059,Chomutov,Zahradní TIP,50.4832344,13.4318819
11059,Chomutov,Zahradní TIP,50.4834708,13.4319314
11060,Chomutov,Zborovská,50.4625664,13.410099
11060,Chomutov,Zborovská,50.46217,13.4102087
509,Chomutov,Zoopark,50.47749,13.4196587
509,Chomutov,Zoopark,50.4774857,13.4202633
508,Chomutov,Zátiší,50.4750862,13.4018869
508,Chomutov,Zátiší,50.4752274,13.4018679
482,Chomutov,aut.nádr.,50.4605026,13.4091187
482,Chomutov,aut.nádr.,50.4604073,13.4089985
482,Chomutov,aut.nádr.,50.4603043,13.40888
482,Chomutov,aut.nádr.,50.46014,13.4086771
482,Chomutov,aut.nádr.,50.4600372,13.4085455
482,Chomutov,aut.nádr.,50.45994,13.4084253
482,Chomutov,aut.nádr.,50.4603844,13.4092035
482,Chomutov,aut.nádr.,50.46024,13.4090242
482,Chomutov,aut.nádr.,50.46007,13.4088211
482,Chomutov,aut.nádr.,50.45997,13.4086752
482,Chomutov,aut.nádr.,50.4598656,13.4085436
482,Chomutov,aut.nádr.,50.45975,13.4084139
500,Chomutov,poliklinika,50.4545326,13.4074879
500,Chomutov,poliklinika,50.4552956,13.40886
504,Chomutov,u hřbitova,50.45431,13.4151907
504,Chomutov,u hřbitova,50.4538,13.4141331
504,Chomutov,u hřbitova,50.4534417,13.4142256
505,Chomutov,u pekárny,50.45632,13.4218912
505,Chomutov,u pekárny,50.45629,13.4220591
11007,Chomutov,Čelakovského,50.46469,13.4188356
11007,Chomutov,Čelakovského,50.4648094,13.4190339
11008,Chomutov,Černovice,50.44782,13.3596172
11008,Chomutov,Černovice,50.44782,13.3596172
484,Chomutov,Černovická,50.4579239,13.3892612
484,Chomutov,Černovická,50.45773,13.3907032
11061,Chomutov,Železárny,50.44863,13.407074
11061,Chomutov,Železárny,50.44863,13.407074
510,Chomutov,žel.st.,50.4561844,13.3993425
2104,Chomutov,žel.zast.,50.4687462,13.4144821
2104,Chomutov,žel.zast.,50.4689522,13.4144421
2105,Choratice,0.0,0.0
2105,Choratice,0.0,0.0
2105,Choratice,50.7242851,14.1857719
2105,Choratice,50.7242851,14.1857719
2105,Choratice,50.7242851,14.1857719
517,Chotiměř,50.5482445,14.00085
517,Chotiměř,50.5481834,14.000493
2107,Chotiměř,50.5471077,13.9890709
2107,Chotiměř,50.5471077,13.9890709
2107,Chotiměř (Chotiměř, školka),50.5471077,13.9890709
2107,Chotiměř (Chotiměř, školka),50.5471077,13.9890709
516,Chotiměř,školka,50.5488548,13.9952965
516,Chotiměř,školka,50.5490646,13.9950209
519,Chotiněves,50.55125,14.2846956
519,Chotiněves,50.5513763,14.2848816
518,Chotiněves,Jištěrpy,50.5380135,14.2878056
518,Chotiněves,Jištěrpy,50.5379181,14.2878551
2108,Chotyně,0.0,0.0
2423,Chotěbudice,50.26781,13.3511276
2423,Chotěbudice,50.26781,13.3511276
2106,Chotějovice,50.5756226,13.7843542
2106,Chotějovice (žst),50.5756226,13.7843542
515,Chotěšov,50.4391022,14.08531
515,Chotěšov,50.43924,14.0855207
514,Chotěšov p.Hazmburkem,50.4420929,14.0704384
514,Chotěšov pod Hazmburkem,50.4420929,14.0704384
514,Chotěšov pod Hazmburkem,50.4420929,14.0704384
512,Chotěšov,Brozanská,50.4433479,14.0880623
512,Chotěšov,Brozanská,50.44348,14.0882311
512,Chotěšov,Brozanská,50.4429169,14.0886984
512,Chotěšov,Brozanská,50.44284,14.0886726
513,Chotěšov,Na Návsi,50.44016,14.0818329
513,Chotěšov,Na Návsi,50.4401855,14.0809307
514,Chotěšov,žel.st.,50.44275,14.0716715
514,Chotěšov,žel.st.,50.4427032,14.0715675
521,Chožov,Mnichovský Týnec,50.4184761,13.8376312
521,Chožov,Mnichovský Týnec,50.4185753,13.8375511
520,Chožov,Mnichovský Týnec,rozc.,50.40798,13.85701
520,Chožov,Mnichovský Týnec,rozc.,50.4079361,13.8571911
522,Chožov,Třtěno,50.4215164,13.8729305
522,Chožov,Třtěno,50.421402,13.8731556
523,Chožov,samota,50.3922348,13.8557863
523,Chožov,samota,50.3922043,13.8558636
525,Chožov,u váhy,50.3971939,13.8604717
525,Chožov,u váhy,50.39715,13.8606529
524,Chožov,u čs.kostela,50.4013977,13.8602409
524,Chožov,u čs.kostela,50.40165,13.8603973
526,Chraberce,50.4081764,13.8286037
526,Chraberce,50.40845,13.8282423
2109,Chrastava,0.0,0.0
2109,Chrastava,0.0,0.0
2110,Chrastava-Anděl.Hora,0.0,0.0
2111,Chrášťany,50.1425133,13.6632013
2111,Chrášťany,50.1425133,13.6632013
2795,Chrášťany,50.14559,13.6699467
2795,Chrášťany,50.14553,13.6700878
2969,Chrášťany,Nový Dvůr,rozc.,0.0,0.0
2969,Chrášťany,Nový Dvůr,rozc.,0.0,0.0
2796,Chrášťany,kult.dům,50.14613,13.6647167
2796,Chrášťany,kult.dům,50.146225,13.6646528
3101,Chržín,50.2950745,14.26996
3101,Chržín,50.2950974,14.2699089
3100,Chržín,u mostu,50.29648,14.2665405
3100,Chržín,u mostu,50.29648,14.2665405
544,Chuderov,50.68859,14.0462608
544,Chuderov,50.68884,14.0466986
536,Chuderov,Chuderovec,50.699707,14.04127
536,Chuderov,Chuderovec,50.6997833,14.0412245
537,Chuderov,Libov,50.7057076,14.0721779
537,Chuderov,Libov,50.7056046,14.0722637
538,Chuderov,Lipová,50.7165871,14.0878515
538,Chuderov,Lipová,50.7167053,14.0878725
2727,Chuderov,Lipová,rozc.Blansko 1.5,50.7113075,14.0841045
2727,Chuderov,Lipová,rozc.Blansko 1.5,50.71135,14.0843182
542,Chuderov,ObÚ,50.68729,14.0443869
542,Chuderov,ObÚ,50.6871719,14.0443926
539,Chuderov,Radešín,50.70223,14.068965
539,Chuderov,Radešín,50.70223,14.0692892
540,Chuderov,Sovolusky,rozc.0.5,50.6941757,14.0686817
540,Chuderov,Sovolusky,rozc.0.5,50.69415,14.0687675
543,Chuderov,Vlachovka,50.6924248,14.045167
543,Chuderov,Vlachovka,50.6922874,14.0450563
543,Chuderov,Vlachovka,50.6924324,14.0451756
3023,Chuderov,statek,50.69212,14.0493116
3023,Chuderov,statek,50.69198,14.0491819
541,Chuderov,Žežice,50.68657,14.0708952
545,Chudeřice,nám.,50.56315,13.78176
545,Chudeřice,nám.,50.56334,13.7818441
546,Chudeřice,záv.,50.57119,13.7844639
546,Chudeřice,záv.,50.5712929,13.7847967
548,Chudoslavice,50.5833321,14.1873436
548,Chudoslavice,50.5833664,14.187521
547,Chudoslavice,Myštice,rozc.0.5,50.5701828,14.1875134
547,Chudoslavice,Myštice,rozc.0.5,50.5701065,14.187459
2519,Chyše,0.0,0.0
3093,Chyše,Žďárek,50.10967,13.2891035
3093,Chyše,Žďárek,50.10967,13.2891035
2112,Chřibská,50.8680153,14.5225716
2112,Chřibská,50.8680153,14.5225716
528,Chřibská,Dolní Chřibská,50.86618,14.4697618
528,Chřibská,Dolní Chřibská,50.8662033,14.4699144
527,Chřibská,Dolní Chřibská,rozc.,50.86385,14.453248
527,Chřibská,Dolní Chřibská,rozc.,50.8639374,14.4530869
530,Chřibská,Horní Chřibská,50.8576851,14.4890871
530,Chřibská,Horní Chřibská,50.8577271,14.4891777
529,Chřibská,Horní Chřibská,sklárna,50.85809,14.501112
529,Chřibská,Horní Chřibská,sklárna,50.8581352,14.5011168
531,Chřibská,Krásné Pole,50.8486481,14.5047369
531,Chřibská,Krásné Pole,50.8486481,14.5047379
532,Chřibská,Na Potocích,50.858757,14.44093
532,Chřibská,Na Potocích,50.8591,14.4392109
532,Chřibská,Na Potocích,50.8587265,14.4401474
533,Chřibská,nám.,50.8633232,14.4827766
533,Chřibská,nám.,50.8629379,14.482583
533,Chřibská,nám.,50.8629341,14.4825773
534,Chřibská,ozdravovna,50.8511543,14.4765568
534,Chřibská,ozdravovna,50.8510132,14.4766426
535,Chřibská,škola,50.8610039,14.4809923
535,Chřibská,škola,50.8611374,14.4809122
2549,Cranzahl,0.0,0.0
2549,Cranzahl,50.51125,12.9930248
140,Ctiněves,50.3788834,14.3074236
141,Ctiněves,50.3751831,14.3073769
141,Ctiněves,50.3751831,14.3073769
140,Ctiněves (žst),50.3788834,14.3074236
140,Ctiněves,žel.st.,50.37775,14.3058243
140,Ctiněves,žel.st.,50.37778,14.3060455
142,Cunersdorf,Gh Morgensonne,50.55007,13.0179758
142,Cunersdorf,Gh Morgensonne,50.5501,13.0177717
2348,Cínovec,,CLO,0.0,0.0
2348,Cínovec,,CLO,0.0,0.0
139,Cítoliby,50.33394,13.8113766
139,Cítoliby,50.3342857,13.8113976
138,Cítoliby,škola,50.32978,13.8122826
138,Cítoliby,škola,50.3301353,13.8123007
2503,Cítov,50.36632,14.4187088
2884,Cítov,50.3717957,14.39883
2884,Cítov,50.37159,14.399251
3022,Cítov,Mělnická,50.3700943,14.406786
3022,Cítov,Mělnická,50.369648,14.4080391
2885,Cítov,Roudnická,50.37373,14.3898067
2885,Cítov,Roudnická,50.3736877,14.3896236
2078,D.Žleb (před st.budovou),50.8464127,14.2152
2836,D.Žleb zast. (rozcestí MK u Labe),0.0,0.0
242,Deštnice,50.2314835,13.609479
2070,Deštnice,50.22561,13.6063337
2070,Deštnice (žst),50.22561,13.6063337
2616,Deštnice hr. VÚSC,0.0,0.0
239,Deštnice,Nová Hospoda rozc.,50.21707,13.58804
239,Deštnice,Nová Hospoda rozc.,50.2170753,13.5881815
240,Deštnice,rozc.1.0,50.2346,13.5885324
240,Deštnice,rozc.1.0,50.2346458,13.5885363
241,Deštnice,rozc.Sádek,50.2438278,13.5764666
241,Deštnice,rozc.Sádek,50.2435722,13.5768375
2367,Dippoldiswalde,,Busbahnhof,0.0,0.0
2367,Dippoldiswalde,,Busbahnhof,0.0,0.0
243,Dlažkovice,50.46602,13.9657965
243,Dlažkovice,50.46595,13.965456
2396,Dlažkovice,50.466732,13.9680262
2396,Dlažkovice (žst),50.4667168,13.9679937
2071,Dobkovice,0.0,0.0
2071,Dobkovice,0.0,0.0
2071,Dobkovice,50.7157822,14.1915512
2071,Dobkovice,50.7157822,14.1915512
2071,Dobkovice,50.7157822,14.1915512
1836,Dobkovičky,50.5559959,14.0029469
1836,Dobkovičky (Velemín,Dobkovičky),50.5559959,14.0029469
1836,Dobkovičky (Velemín,Dobkovičky),50.5559959,14.0029469
2365,Dobrná,Brložec,50.7768669,14.31012
2365,Dobrná,Brložec,50.7769623,14.31007
244,Dobrná,hor.ves,50.7757225,14.2955265
244,Dobrná,hor.ves,50.77567,14.2953377
245,Dobrná,kovárna,50.76549,14.2854509
245,Dobrná,kovárna,50.7655334,14.2854128
246,Dobrná,rozc.Brložec,50.7780266,14.2966242
246,Dobrná,rozc.Brložec,50.7780228,14.29651
247,Dobrná,škola,50.7703171,14.2934074
247,Dobrná,škola,50.7703247,14.2932911
252,Dobroměřice,50.3699265,13.79396
252,Dobroměřice,50.36982,13.7936583
252,Dobroměřice,0.0,0.0
252,Dobroměřice,0.0,0.0
2072,Dobroměřice,50.3708458,13.7990208
2072,Dobroměřice (žst),50.3708458,13.7990208
248,Dobroměřice,Jednota,50.37154,13.7871847
248,Dobroměřice,Jednota,50.3713722,13.7873363
2605,Dobroměřice,Nečišská,50.3703537,13.7951164
2605,Dobroměřice,Nečišská,50.3701,13.7947426
249,Dobroměřice,STS,0.0,0.0
249,Dobroměřice,STS,50.37214,13.7841911
250,Dobroměřice,U Kádnera,50.37558,13.7777491
250,Dobroměřice,U Kádnera,50.3754654,13.7778749
251,Dobroměřice,ZZN,50.37352,13.7816448
251,Dobroměřice,ZZN,0.0,0.0
254,Dobříň,50.43765,14.29398
254,Dobříň,50.43738,14.2940378
254,Dobříň,50.4374657,14.2935228
254,Dobříň,50.4372978,14.29653
254,Dobříň,50.4372978,14.29653
253,Dobříň,rozc.,50.434433,14.3053827
253,Dobříň,rozc.,50.4345627,14.3040771
253,Dobříň,rozc.,50.43411,14.3050995
253,Dobříň,rozc.,50.4341125,14.303422
256,Doksany,zámek,50.45533,14.1611166
256,Doksany,zámek,50.4550934,14.1611977
255,Doksany,škola,50.45172,14.1674318
255,Doksany,škola,50.45171,14.1675911
2073,Doksy,0.0,0.0
2073,Doksy,0.0,0.0
2769,Doksy,50.1186943,14.04821
2769,Doksy,50.1187477,14.0483475
2806,Doksy,rozcestí,50.1298065,14.0427189
2806,Doksy,rozcestí,50.12979,14.0423994
2745,Dolany n. Vlt.,Debrno,50.217144,14.323885
2745,Dolany n. Vlt.,Debrno,50.21708,14.323966
2074,Dolejší Hůrky,50.34012,13.628068
2074,Dolejší Hůrky,50.34012,13.628068
2074,Dolejší Hůrky,50.34012,13.628068
2504,Dolní Beřkovice,50.38886,14.4365835
2504,Dolní Beřkovice,50.38886,14.4365835
2539,Dolní Beřkovice,50.3922462,14.4518518
2539,Dolní Beřkovice,50.39138,14.4519854
2893,Dolní Beřkovice,Cukrovar,50.38644,14.4513245
2893,Dolní Beřkovice,Cukrovar,50.38662,14.45127
2891,Dolní Beřkovice,Posadovice,50.3666458,14.4509258
2891,Dolní Beřkovice,Posadovice,50.3663139,14.451108
2892,Dolní Beřkovice,Vliněves,50.3736267,14.4495468
2892,Dolní Beřkovice,Vliněves,50.3734169,14.4492235
2075,Dolní Habartice,50.75017,14.3358564
2075,Dolní Habartice,50.75017,14.3358564
258,Dolní Habartice,ObÚ,50.747982,14.3349771
258,Dolní Habartice,ObÚ,50.7481,14.335022
259,Dolní Habartice,rozc.,50.7534752,14.3400984
259,Dolní Habartice,rozc.,50.753685,14.3401814
3150,Dolní Jiřetín,rozc.,50.5549774,13.5902109
3150,Dolní Jiřetín,rozc.,50.5551,13.5896282
2076,Dolní Křečany,50.95637,14.5186739
2076,Dolní Křečany,50.95637,14.5186739
265,Dolní Podluží,50.88637,14.6206341
265,Dolní Podluží,50.88637,14.6206341
264,Dolní Podluží,Velveta 06,50.8815536,14.6172247
264,Dolní Podluží,Velveta 06,50.8815041,14.6172924
260,Dolní Podluží,drůbežárna,50.8795624,14.606658
260,Dolní Podluží,drůbežárna,50.87961,14.60728
261,Dolní Podluží,kino,50.8814278,14.5806093
261,Dolní Podluží,kino,50.8813972,14.5804863
262,Dolní Podluží,křiž.,50.8756561,14.5831928
262,Dolní Podluží,křiž.,50.8757629,14.5832386
262,Dolní Podluží,křiž.,50.8752823,14.5845909
262,Dolní Podluží,křiž.,50.8753853,14.5847263
263,Dolní Podluží,škola,50.87975,14.5947323
263,Dolní Podluží,škola,50.8796577,14.5955553
265,Dolní Podluží,žel.st.,50.88685,14.6195869
265,Dolní Podluží,žel.st.,50.8865471,14.61959
271,Dolní Poustevna,50.98348,14.2831631
271,Dolní Poustevna,50.98348,14.2831631
266,Dolní Poustevna,Horní Poustevna,50.9976845,14.2918606
266,Dolní Poustevna,Horní Poustevna,50.99854,14.2926064
268,Dolní Poustevna,Karlín,50.9959373,14.314436
268,Dolní Poustevna,Karlín,50.9959221,14.3142672
267,Dolní Poustevna,Karlín,rozc.,50.9948769,14.3009214
267,Dolní Poustevna,Karlín,rozc.,50.9948463,14.300972
269,Dolní Poustevna,Markéta,odb.,51.0022163,14.2961388
269,Dolní Poustevna,Markéta,odb.,51.0023842,14.2964029
270,Dolní Poustevna,střed,50.9822273,14.2881117
270,Dolní Poustevna,střed,50.9821625,14.28824
271,Dolní Poustevna,žel.st.,50.9831047,14.2836618
271,Dolní Poustevna,žel.st.,0.0,0.0
2077,Dolní Zálezly,50.5968742,14.0483713
2077,Dolní Zálezly,50.5968742,14.0483713
2077,Dolní Zálezly,50.5968742,14.0483713
2077,Dolní Zálezly,přístaviště,50.59614,14.0456524
2511,Dolní stanice lanovky,0.0,0.0
2078,Dolní Žleb,50.8464127,14.2152
2079,Dolní Žleb zastávka,50.8370667,14.2237234
2078,Dolní Žleb,přístaviště,50.8460846,14.2158041
257,Dolánky n.Ohří,obec,50.47326,14.1628857
257,Dolánky n.Ohří,obec,50.4729652,14.1628647
2961,Dolánky nad Ohří,50.4734573,14.1650038
2961,Dolánky nad Ohří,50.4736633,14.1654568
272,Domašín,50.4214668,13.1727953
272,Domašín,50.421463,13.1729527
2730,Domašín,,Nová Víska,50.4372635,13.1861277
2730,Domašín,,Nová Víska,50.4371834,13.186203
2080,Domina,50.4794273,13.3516121
2080,Domina,50.4794273,13.3516121
275,Domoušice,50.2329674,13.722476
276,Domoušice,50.23405,13.7291279
276,Domoušice,50.23405,13.7291279
275,Domoušice (žst),50.2329674,13.722476
2615,Domoušice hr. VÚSC,0.0,0.0
274,Domoušice,Filipov,50.22974,13.7331333
274,Domoušice,Filipov,50.2297478,13.7333021
273,Domoušice,Solopysky,50.2593346,13.7461081
275,Domoušice,žel.st.,50.2335129,13.7226629
275,Domoušice,žel.st.,50.23345,13.7221956
279,Doubice,50.8836823,14.4637661
279,Doubice,50.8836,14.4636688
277,Doubice,ObÚ,50.8886566,14.4607668
277,Doubice,ObÚ,50.8886261,14.4608593
278,Doubice,u háj.,50.89422,14.4552431
278,Doubice,u háj.,50.8942337,14.455183
281,Drahobuz,50.5255241,14.3203535
281,Drahobuz,50.5255241,14.3203535
280,Drahobuz,Strážiště,rozc.,50.5365868,14.3405571
280,Drahobuz,Strážiště,rozc.,50.536602,14.3406429
2321,Dresden Hbf,0.0,0.0
2321,Dresden Hbf,0.0,0.0
2370,Dresden,,Hbf,0.0,0.0
2370,Dresden,,Hbf,0.0,0.0
2322,Dresden-Dobritz,0.0,0.0
2323,Dresden-Niedersedlitz,0.0,0.0
2343,Dresden-Reick,0.0,0.0
2324,Dresden-Strehlen,0.0,0.0
282,Drmaly,50.5223656,13.457963
282,Drmaly,50.52248,13.4580936
2682,Droužkovice,50.4263,13.4361954
2682,Droužkovice,50.4267769,13.4360189
2680,Droužkovice,Letná,50.4360466,13.4300375
2680,Droužkovice,Letná,50.43583,13.4300957
283,Droužkovice,ObÚ,50.4304848,13.4299011
283,Droužkovice,ObÚ,50.4303856,13.430295
2681,Droužkovice,hřiště,50.4337158,13.4294691
2681,Droužkovice,hřiště,50.4337769,13.42968
2082,Dubany,50.3987122,14.012641
2082,Dubany,50.3987122,14.012641
2082,Dubany,50.3987122,14.012641
2082,Dubany (na hl.silnici u obchodu),50.3976479,14.0136185
2541,Dubina odbočka,50.4459534,13.36341
2084,Dubičná,50.6100731,14.3596592
2084,Dubičná,50.6099739,14.3594637
2610,Dubičná hr. VÚSC,0.0,0.0
2610,Dubičná hr. VÚSC,0.0,0.0
285,Dubá,aut.nádr.,50.54121,14.5404243
